student_id,gender,study_time_hours,attendance_percent,sleep_hours,parental_education,internet_access,extracurricular_activities,part_time_job,previous_grade,final_exam_score,final_grade
877,Female,4.3,97.4,5.7,High School,Yes,No,Yes,65.5,98.8,A
13,Male,3.3,97,7,Masters,Yes,Yes,Yes,49,82.6,B
165,Female,3.6,84,4.9,PhD,Yes,No,No,76.2,88.7,B
910,Female,3.4,90.2,5.5,High School,Yes,No,Yes,77.6,87.6,B
289,Male,1.4,100,5.6,,No,Yes,No,70,72.3,C
573,Male,4.4,95.6,8.2,High School,Yes,No,Yes,71.2,88.7,B
879,Male,3.8,91.8,7.6,High School,Yes,Yes,No,47.5,77.6,C
80,Female,3.2,90.9,7.9,High School,Yes,No,No,72.4,87.4,B
365,male,2.1,58,8.9,Bachelors,Yes,Yes,No,61.5,57.4,F
848,Female,7.4,93.9,-2,High School,No,No,No,77.3,100,A
216,Male,2.1,98.7,7.5,High School,Yes,No,No,58.9,74.7,C
764,Female,2.2,68.6,5.7,High School,Yes,Yes,No,58.3,81.2,B
613,Female,2.6,83.4,,High School,Yes,Yes,Yes,70.4,70,C
689,Male,5,78.8,5.9,High School,Yes,No,No,56.6,81.5,B
210,Male,2.7,74.9,,Bachelors,Yes,No,No,57.7,73.1,C
665,Male,2.6,93.3,5.2,Bachelors,Yes,No,No,79,85.8,B
306,Male,5.2,80.3,6.5,Bachelors,Yes,Yes,No,55.9,80.7,B
723,Female,2.6,81.7,7.3,Bachelors,No,Yes,No,82.7,69.9,D
534,Male,3.8,80.3,8.4,Bachelors,Yes,No,No,71.4,92.8,A
316,Female,5.1,89.9,8.1,PhD,Yes,Yes,No,75.2,100,A
287,male,3,81.1,7.1,Bachelors,Yes,No,No,46.4,68.5,D
10,Female,2.8,,5.1,Bachelors,Yes,Yes,No,57.7,74.3,C
662,Male,1.1,84.9,6.4,High School,Yes,Yes,Yes,70.4,69,D
834,Female,6.7,82.5,7.7,Bachelors,No,No,No,63.3,89,B
787,Male,3.7,81.8,5.2,Bachelors,Yes,No,No,58.9,77,C
594,Female,4.6,-15,7,High School,No,Yes,No,69.5,87,B
120,Unknown,2.8,80.5,5.8,Bachelors,Yes,No,No,72.4,73.3,C
268,Female,1.8,81.5,8,Masters,Yes,Yes,No,88.9,83.9,B
312,Male,1.6,78.2,5.2,Masters,Yes,No,Yes,63.2,63.4,D
496,Male,2.7,100,4.3,Bachelors,No,No,No,74.8,79.4,C
511,Male,3.2,82.4,4.3,High School,Yes,Yes,Yes,79.2,79.9,C
83,Male,2.7,73,7.6,High School,Yes,No,Yes,55.3,64.1,D
823,Female,1.4,81.9,7.9,Bachelors,No,Yes,No,64,71.6,C
715,Female,5,88.8,6,PhD,Yes,Yes,No,78.4,91.9,A
581,Female,2.5,83,7.2,Bachelors,Yes,Yes,No,58.2,70.4,C
412,Female,,77,4.7,High School,Yes,No,No,81.6,90.2,A
603,Female,3.2,78.6,,Bachelors,Yes,No,No,77.1,83.9,B
970,Male,0.5,87.6,6.6,PhD,Yes,Yes,No,67.8,78.3,C
341,Male,3.5,79.6,8,High School,Yes,Yes,No,74.9,96.3,A
729,Male,3.7,92.4,7.3,Bachelors,Yes,Yes,No,63,85,B
905,Male,4.1,100,8.5,High School,Yes,No,No,64.6,90.8,A
129,Female,2.6,84.2,6.6,High School,Yes,No,Yes,68.7,81.1,B
518,Female,5.4,88.7,7.2,,No,Yes,No,68.9,86.3,B
380,Male,2.4,76.6,7.8,Masters,Yes,Yes,No,59.3,79.4,C
119,Female,2.5,83.3,5.5,Bachelors,Yes,Yes,Yes,83.3,75.3,C
692,Female,2.9,97,7.5,High School,Yes,Yes,Yes,42.7,79.9,C
712,Female,0.5,74.3,7.5,Bachelors,Yes,Yes,No,64.7,67.1,D
282,Female,5.8,80,5.3,Masters,Yes,Yes,No,52.8,84.5,B
627,Male,,77.3,5.3,High School,No,Yes,No,84,96.8,A
28,Female,5.4,100,5.7,High School,No,No,No,83.3,97.4,A
992,Female,5.1,71.7,5.6,Bachelors,Yes,Yes,No,51,80.4,B
321,Female,1.6,91.7,7,High School,Yes,No,No,56.6,85.3,B
734,Female,-3,83.1,8.8,Masters,Yes,No,No,86.3,99.6,A
355,Female ,0.7,84,7.3,Masters,Yes,Yes,Yes,72.2,72,C
929,Female,3.5,91.7,6.4,High School,Yes,No,Yes,62.6,75.4,C
610,Female,3.1,95.7,6.9,,Yes,Yes,No,86.2,96.3,A
731,Male,7.1,82.7,6.6,Masters,Yes,No,No,93.8,100,A
183,Female,0.7,69.4,7.8,High School,Yes,No,No,87.2,73.2,C
54,Female,3.4,92.3,4.9,Masters,Yes,No,No,51.5,85.3,B
103,Female,6,69.7,6.8,Bachelors,No,No,No,65.3,89.5,B
222,Male,1.6,100,4.2,Bachelors,No,No,No,60.8,71.5,C
850,Female,6,92.3,7,,Yes,Yes,Yes,74.8,100,A
786,Male,3.9,84.2,7.5,Bachelors,Yes,Yes,Yes,88.5,97,A
657,male,5.1,79.8,6.1,Bachelors,Yes,Yes,No,45.2,83.6,B
369,Male,2.1,90.1,6.7,High School,No,Yes,No,69.5,67.8,D
535,Male,5.1,65.2,5.9,Bachelors,Yes,Yes,No,72.8,80.7,B
226,Female,3.4,69.4,5.4,Bachelors,Yes,Yes,No,41.4,67.4,D
668,Female,3.9,82,5.9,Bachelors,Yes,No,No,68.7,96.3,A
181,Male,0.5,85.7,5.6,,Yes,No,No,82.9,77.1,C
896,Female,3.3,78.2,6.8,,Yes,No,Yes,76.5,80.8,B
272,Female,3.5,98.2,7.9,High School,No,Yes,No,59.1,78.2,C
366,Male,1.5,91.8,8.7,High School,Yes,Yes,No,63.5,75.4,C
171,Female,2.8,94.1,3.6,Bachelors,Yes,Yes,No,84.3,92.9,A
930,Male,1.5,89.2,7.3,High School,Yes,No,No,53.8,80.8,B
420,Female,3,69.2,4.7,Bachelors,No,No,No,78.4,72.8,C
34,female,3.6,90.1,5.2,Bachelors,No,Yes,No,87.7,93.3,A
330,Female ,5.2,84.1,4.3,PhD,Yes,No,No,80.8,96.6,A
99,Female,2.4,87.2,6.1,High School,Yes,Yes,Yes,62.9,65.2,D
472,female,4.2,82.5,6.5,,No,Yes,Yes,48.7,68,D
179,Male,5.3,92.4,5.7,,Yes,No,No,87.5,96.7,A
376,Female,3.7,92.4,5.8,Masters,Yes,No,Yes,73.5,84.9,B
989,Female,5.7,96.2,4.8,,Yes,No,No,41.5,80.9,B
48,Male,4.6,,6.6,,Yes,Yes,Yes,57.9,80.3,B
485,Male,3.2,73.9,6,High School,Yes,Yes,No,66.3,75.7,C
360,Male,2.4,87.4,6.4,High School,Yes,No,No,68.8,78,C
132,Male,2,91.3,4.1,,Yes,Yes,No,62.4,75.7,C
990,Female,3.2,99.5,5.6,High School,Yes,No,Yes,78,93.9,A
809,Female,1.1,86.9,5,Bachelors,Yes,Yes,No,70.2,74.3,C
489,Male,3.5,98.1,6.8,High School,Yes,No,No,85.5,100,A
89,Female,6,77.2,7.2,High School,Yes,No,No,52.7,78.9,C
748,Male,4.2,90.9,8.6,,No,Yes,No,69.2,92.4,A
576,Female,5.5,87.9,6.1,Bachelors,Yes,Yes,No,65.3,81.1,B
187,Female,4,87.9,6.4,Bachelors,Yes,Yes,No,82.6,89.2,B
778,Female,1,96.4,6,High School,Yes,Yes,No,87.2,95.8,A
379,Female,5.2,82.5,7.1,Masters,Yes,Yes,No,59.7,93.3,A
725,Male,3.2,79.6,5.4,High School,Yes,Yes,No,78.6,84.9,B
378,Male,3.4,69,6,Masters,Yes,No,No,65.7,74.3,C
389,Male ,4.4,77.6,6.2,Masters,Yes,No,Yes,91,86.7,B
113,Female,2.2,95.2,7.7,High School,No,Yes,No,59.8,72.7,C
855,Male,2.9,86.1,6.8,Bachelors,Yes,No,No,67,81.9,B
134,Male,4.6,100,5.8,Masters,Yes,Yes,No,37.5,85.6,B
702,Female,3.9,83.5,8.3,Bachelors,Yes,Yes,Yes,90.3,82.8,B
488,Female,2.4,92.8,6.1,High School,Yes,Yes,No,59.8,74.1,C
632,Female,2.8,65,3.4,Masters,No,Yes,No,69.3,71.4,C
752,Male,1.7,100,5.6,Bachelors,Yes,Yes,Yes,86.4,93.2,A
871,Unknown,6,,5.7,Bachelors,Yes,No,No,62.4,96.1,A
540,Female,1.2,75.8,7.1,Bachelors,Yes,Yes,Yes,45,57.3,F
962,Male,4.9,76.4,8.7,,Yes,No,No,60.7,80.7,B
648,Unknown,4.5,90.1,5.6,Bachelors,Yes,No,No,58.4,94,A
150,Female ,3.6,69.1,6.4,High School,Yes,Yes,Yes,63.4,69.2,D
542,Female,4.1,82.1,7.1,Masters,Yes,Yes,No,58.8,87.3,B
539,male,5.3,100,6.9,High School,Yes,No,No,89.3,100,A
945,Male,5.8,82.1,7.9,Bachelors,Yes,Yes,Yes,68.9,95.7,A
804,Male,2,90.9,9,High School,Yes,Yes,No,86.7,94.6,A
552,Female,4.6,89.7,6.5,,Yes,Yes,No,84.9,100,A
999,Female,4.6,85.3,8.1,High School,No,No,Yes,52.2,82.2,B
342,Female,4,-15,8.4,High School,Yes,Yes,No,78,100,A
557,Female,4.5,87.7,7.6,,Yes,Yes,No,71.7,80.8,B
651,Male,1.7,88.9,6.4,High School,Yes,No,No,73.8,59.5,F
446,Male,2.1,87.3,5.7,High School,Yes,No,No,70.3,79.9,C
5,Male,2.2,-15,4.6,Bachelors,Yes,No,Yes,61.8,68.3,D
258,Female,1.2,89.5,6,Bachelors,Yes,Yes,Yes,56.4,63.7,D
204,Male,2.2,85.9,6.7,Masters,Yes,Yes,No,61.8,76.7,C
393,Female,3.4,80.7,6.7,,No,No,No,75.2,72.1,C
770,Male,5,78.8,4.8,High School,Yes,No,No,83.5,98.4,A
763,Male,5.9,84,6.7,High School,Yes,No,No,62.5,96.8,A
100,Male,1.4,94.3,7.8,High School,No,No,No,75.3,79.2,C
597,Male,2,78.7,7.7,High School,Yes,Yes,Yes,70.3,80.2,B
906,Female ,7.2,94.8,3.8,Masters,Yes,Yes,No,73.5,100,A
218,Male,5.5,77,5.4,High School,Yes,No,No,76.2,93.4,A
123,Female,3.6,85.9,,Masters,Yes,No,Yes,61,76.5,C
736,Male,5.3,92.8,6.1,Bachelors,Yes,Yes,No,62.1,91.3,A
414,Male,3.5,85.2,7.2,Bachelors,Yes,Yes,No,81.5,93.5,A
480,Female,2.9,68.4,6.4,High School,No,Yes,No,87.3,84.8,B
447,Male,2,94.5,8.7,Bachelors,Yes,No,No,73.9,79.1,C
957,Female,4.2,89.9,5.6,Masters,Yes,No,Yes,84.7,93.5,A
577,male,3.8,90.2,6.2,Bachelors,Yes,Yes,Yes,46.8,75.6,C
636,Female,2.6,87.8,6.2,High School,Yes,Yes,Yes,68.6,96.3,A
39,Male ,4.5,74.6,5,High School,Yes,Yes,Yes,72.6,89.5,B
821,Male,2.4,99.8,5.9,,No,No,No,59,65.4,D
85,Male,3.1,97,8.1,Bachelors,Yes,Yes,Yes,79.2,99.3,A
373,Female,2.2,100,5.4,Bachelors,Yes,Yes,No,75.1,87.8,B
407,Female,3.9,83.4,6.3,Bachelors,Yes,No,No,87.4,78.9,C
274,Female,3.3,96.4,7.5,High School,Yes,No,No,90.1,97.8,A
112,Male,3.2,97.1,6.5,Bachelors,No,No,No,91.6,91.4,A
755,Female,3.1,86.6,7.8,Bachelors,Yes,No,No,85,84.6,B
310,Female,3,100,8.5,High School,Yes,No,Yes,66.9,83.3,B
780,Male,7.2,74.8,4.7,High School,Yes,Yes,No,58.3,89.9,B
691,Female,1.2,91.2,7.7,,Yes,Yes,Yes,83.3,71,C
73,Male,2.7,97.9,7.4,Masters,Yes,Yes,No,81,94.6,A
167,Female,5.3,76.2,9,Masters,Yes,No,No,82,100,A
66,Female,4.9,100,5.8,Bachelors,Yes,No,No,85.9,97.4,A
19,Female,2.8,95,8.8,Masters,No,Yes,No,74.7,89.7,B
558,Female,3.4,81.6,6.6,High School,Yes,Yes,No,47.4,73.1,C
278,Female,2.7,78.9,5.7,High School,Yes,No,Yes,78.3,88.3,B
911,Male,-3,89.2,8.8,High School,Yes,Yes,Yes,91.2,96.5,A
465,Female,2.6,78.5,6.1,PhD,No,Yes,Yes,62.4,63.2,D
608,Female,2.5,92.1,6.5,High School,Yes,Yes,No,62.7,84,B
427,Male,5.7,100,8.9,Bachelors,Yes,Yes,Yes,71.1,100,A
904,Male,0.5,99.2,6.5,,No,Yes,Yes,58.9,68.8,D
958,Male,5.3,79.7,8.3,PhD,Yes,No,No,75.5,89,B
313,Female,4.9,90.1,7.5,,Yes,Yes,No,92.5,100,A
664,Female,5.6,86.6,8.2,Masters,Yes,Yes,Yes,81.9,99.7,A
455,Male,3.4,83.7,7.2,High School,Yes,Yes,No,55,80.7,B
627,Male,,77.3,5.3,High School,No,Yes,No,84,96.8,A
398,Female,4.4,92.6,5.5,High School,No,Yes,No,56.4,81.2,B
332,Male,3.7,86.9,7.9,Masters,No,Yes,No,92.2,93.3,A
254,Male ,1.6,-15,7.3,High School,Yes,Yes,No,66.8,88.3,B
762,Female,,76.7,5.9,Masters,No,Yes,Yes,62.3,74,C
344,Female,2.3,100,6.2,PhD,Yes,Yes,No,64.5,77.2,C
331,Male,3.7,88.3,-2,PhD,Yes,Yes,No,60.1,97,A
724,Male,6.4,91,4.6,Bachelors,Yes,Yes,Yes,81.6,93.7,A
262,Female,3.4,94.9,5.1,High School,Yes,Yes,No,64.6,79.7,C
614,female,4.4,77.6,6.6,High School,Yes,No,No,49.8,75,C
681,Female,1.6,60.6,8.9,Bachelors,Yes,Yes,No,98.4,86.2,B
77,Female,,82.9,7.4,High School,Yes,Yes,No,60.3,71.9,C
68,Male,4.3,100,5.9,Bachelors,No,Yes,No,62.7,79.2,C
996,Male,2.8,130,8.2,Masters,Yes,Yes,No,60.5,70.7,C
74,Female,1.7,91.7,7.4,Bachelors,Yes,Yes,No,75.1,77.6,C
326,Female,3.4,83.8,8.6,High School,Yes,No,No,90.3,88.9,B
637,Male,,98.6,6.3,Bachelors,Yes,Yes,No,92.8,100,A
97,Female,1.1,100,9.2,,Yes,No,Yes,74.5,87.4,B
799,Male,2,62.9,5.9,Bachelors,Yes,Yes,Yes,53.5,60.8,D
292,Male,6.1,100,4.9,High School,Yes,No,No,92,100,A
265,Male,6.3,,5.7,Bachelors,Yes,No,No,67.6,97.5,A
991,Female,2.5,81.4,6.5,,Yes,No,No,81.8,81.9,B
507,Female,5.1,80.6,7.7,High School,Yes,No,No,51.1,74.5,C
93,Female,8.1,76.1,5.2,Bachelors,Yes,Yes,No,74.4,98.3,A
42,Male,4.5,74,6.7,High School,Yes,No,No,54.1,79,C
982,Female,2.1,67.9,7,High School,No,No,Yes,98.9,79.7,C
884,Female,,84.2,7.6,High School,Yes,No,Yes,74.8,94.4,A
75,Male,6.4,83.6,6.9,High School,Yes,Yes,No,69.3,99.9,A
354,Female,5,100,7.8,High School,Yes,No,Yes,67.7,93.6,A
340,Female,3.2,95.9,6.8,Bachelors,Yes,No,No,54.1,85.1,B
145,Female,4.5,86.4,7.4,High School,Yes,No,Yes,81.2,86.8,B
528,Female,,90,7.7,Masters,Yes,No,No,69.7,96.4,A
49,Female,5.8,83.3,7.1,Bachelors,No,Yes,No,73,88.6,B
443,Male,2.9,84,7.9,Masters,Yes,No,Yes,92.9,85.2,B
700,Male,4.1,72.8,7.2,Masters,Yes,Yes,No,77.9,92.1,A
672,Female,5.3,93.7,7,High School,No,Yes,No,70.8,99.8,A
865,Female,4,83.7,7.5,Masters,Yes,Yes,No,70.5,83.5,B
516,Male,-3,81.7,6.3,Bachelors,Yes,No,Yes,63.3,79.3,C
180,male,2.9,82.2,6.3,PhD,Yes,No,No,66.5,73.7,C
324,Female,6,75.3,8.7,High School,Yes,Yes,No,49.3,90.8,A
974,Male,,89.1,5.6,High School,No,Yes,Yes,71.2,77.9,C
882,Female,2.1,88.2,6.3,Bachelors,Yes,No,No,71.2,85.4,B
914,Female,4,70,8.2,Masters,Yes,Yes,No,79.5,80.3,B
629,Male,6.1,93.3,6.1,Masters,Yes,No,Yes,59.7,93.9,A
136,Male,4.3,90.8,10,Bachelors,Yes,Yes,No,58.9,94.5,A
630,Male,3.8,83.1,8,High School,Yes,Yes,No,65.2,81.3,B
742,Female,2.4,96.1,-2,Bachelors,Yes,Yes,No,72.8,94,A
319,Male,1.2,89.1,7.1,,Yes,No,No,100,84.2,B
584,Female,1.4,96.3,7.1,High School,Yes,Yes,No,58.6,68.4,D
32,Male,3.7,87.7,-2,,Yes,Yes,No,86.2,87.7,B
993,Female,2.6,80.9,7.4,High School,Yes,Yes,No,72.1,78.8,C
885,Female,5.1,88.5,6.5,Bachelors,Yes,Yes,No,97.5,100,A
607,Male ,3.1,96.9,6.9,High School,No,No,No,62.2,73.6,C
595,Female,4.7,75.3,7.1,High School,Yes,No,Yes,86.1,88.5,B
35,Female,6.6,90.4,8.1,Masters,Yes,Yes,Yes,69.7,100,A
229,Male ,7.2,83.2,7.5,High School,Yes,No,No,94.8,100,A
62,Male,2.1,90.9,6.5,Bachelors,No,Yes,Yes,55.9,71.1,C
545,Male,2.7,72.7,7.8,Bachelors,Yes,No,Yes,78.8,66,D
508,Male,5.3,83.9,7.1,Masters,No,Yes,Yes,58.8,72.8,C
986,Female,6.1,79.5,5.4,High School,Yes,No,No,75.6,96.4,A
790,Male,3.1,100,5.9,Bachelors,Yes,No,No,48.3,75.4,Z
870,Female,1.7,88.6,7,High School,Yes,No,No,86.4,84.4,B
192,Male,4.7,96.6,8,Bachelors,Yes,Yes,Yes,83,100,A
449,Male,3.4,78.9,6.5,Bachelors,Yes,Yes,No,88.7,90.7,A
263,Male,3.2,96.9,6.8,High School,No,No,No,80.7,81.2,B
12,Male,5.5,75.3,5.6,,Yes,Yes,No,37.9,76.7,C
522,Male ,,73.7,5.4,PhD,No,Yes,Yes,74.8,71.8,C
82,Female,4.6,88.9,6.8,Bachelors,Yes,Yes,No,81.6,74.5,C
693,Male,5.8,,7.1,Masters,No,No,No,67.6,92.2,A
925,Male,3.5,,5.4,Bachelors,Yes,Yes,No,57.3,71.2,C
473,Male,2.7,87.9,8.2,Masters,No,Yes,No,78.6,82.2,B
624,female,2.7,94.4,6.2,High School,Yes,Yes,Yes,77.9,75.7,C
490,Male,6.2,99,5.7,High School,Yes,Yes,No,70.7,100,A
757,Female,3.3,86.7,6.7,Bachelors,Yes,No,No,82.9,90.3,A
625,Male,5.5,68.9,6.7,High School,Yes,Yes,Yes,65.4,89.6,B
71,Female,3.3,,6.1,High School,Yes,Yes,No,54.5,79.6,C
998,female,2.6,84.5,8,High School,Yes,Yes,Yes,65.2,79.2,C
125,Male,3.9,73.6,7.4,Bachelors,Yes,Yes,No,63.5,88.1,B
932,Female,3,78.8,5.6,Bachelors,Yes,Yes,Yes,69.6,63.7,D
162,Male,3.2,88,6.1,Bachelors,Yes,No,No,61.6,76.6,C
933,Male,2.6,79.4,8.1,High School,Yes,Yes,Yes,55.8,75.3,C
361,Female,3.8,94.8,7.1,High School,Yes,Yes,Yes,82.1,93.6,A
708,Female,3.6,73.6,7.3,High School,Yes,No,No,73.3,77.1,C
148,Male,1.7,83.5,5.7,Masters,Yes,Yes,Yes,59.2,46.8,F
730,Female,4,,7.1,PhD,Yes,No,No,99.4,98.9,A
981,Unknown,3.5,79.6,6.2,High School,Yes,Yes,No,90.9,91.4,A
21,Female,1.9,70.8,5.2,High School,Yes,Yes,No,69.8,73.5,C
492,Male,3.8,82.9,6,High School,Yes,Yes,Yes,50.5,71.1,C
771,Male,2.5,81.2,5.3,,Yes,No,No,62.1,82.6,B
783,Female,4.4,82.7,6.7,Bachelors,Yes,No,No,72.7,90.3,A
200,Male,3.9,91.9,6,Bachelors,No,No,No,91.4,92.5,A
754,Female,4.6,70.3,6.5,Masters,Yes,Yes,No,69.5,67.2,D
128,Male,2.1,66.3,6.5,High School,Yes,No,Yes,88.4,63,D
236,Female,4.2,70.6,7.7,Bachelors,Yes,No,No,75,85.7,B
775,Female,0.5,73.9,6.1,Masters,Yes,Yes,No,75.5,74.6,C
590,Male,0.7,81.1,6.9,Masters,Yes,Yes,Yes,78.2,72.2,C
505,Male,4.7,90.5,7,High School,Yes,Yes,No,89.3,99,A
88,Male,5.6,85.1,5.1,Masters,Yes,No,No,98.4,100,A
634,Male,4.1,72.6,7.5,PhD,Yes,No,Yes,53.9,74.3,C
276,Female,2.7,83.8,5.7,PhD,Yes,Yes,No,68.5,76.4,C
817,Male,3.7,92.2,7.1,Bachelors,Yes,Yes,Yes,60.1,80.2,B
279,Male,2.4,98,7.4,High School,Yes,Yes,No,65.5,94,A
738,Male,,82.4,6.4,High School,Yes,No,Yes,70.9,66.6,D
154,Male,2.6,56.3,6.9,Bachelors,No,Yes,No,69.4,75.7,C
273,Female,3.8,74.9,7,PhD,Yes,Yes,Yes,41.8,64.7,D
650,Male,5.9,100,7.3,Masters,Yes,Yes,No,61.3,97.3,A
466,Male ,2.7,100,7.8,PhD,Yes,Yes,No,66.4,100,A
212,Male,2,100,7.1,Bachelors,Yes,Yes,No,65.3,81.8,B
498,Female,5.1,79.1,7.3,,Yes,No,No,56.5,85.4,B
320,Female,,82.6,8.1,Bachelors,Yes,Yes,Yes,58.1,80.7,B
196,Female,2.9,130,7.3,Masters,No,Yes,No,84.4,79.8,C
435,female,2.7,83.7,6.5,High School,Yes,No,No,72.3,77.8,C
336,Female,0.9,130,6.2,Masters,Yes,Yes,No,82.4,71.2,C
482,Female,4,96.3,5.7,Bachelors,Yes,No,No,70.4,92.3,A
194,Male,5.2,76.9,8.9,Bachelors,Yes,Yes,No,40.1,81.1,B
514,Female,,82,7.1,High School,Yes,Yes,No,51.7,77.9,C
514,Female,,82,7.1,High School,Yes,Yes,No,51.7,77.9,C
553,Male,3.9,95.9,4.8,Bachelors,Yes,Yes,Yes,60.6,78.9,C
887,Male,1.9,78.2,7.9,PhD,Yes,No,Yes,79.4,76.8,C
637,Male,,98.6,6.3,Bachelors,Yes,Yes,No,92.8,100,A
653,Male,3.8,84.7,5.6,Masters,Yes,No,No,78.8,88,B
61,Male,4,79.7,7.2,Masters,Yes,Yes,No,67.4,80.4,B
890,Male,3.7,74.1,8.4,,Yes,Yes,Yes,67,77.4,C
997,Male,6.7,88.4,7.1,,No,Yes,No,82.2,99.5,A
394,Female,4.4,,7.4,High School,Yes,Yes,No,61.4,92.3,A
913,Male,-3,91.5,5.4,Bachelors,No,Yes,No,71.1,82.1,B
720,Female,1.9,100,7.2,Bachelors,Yes,Yes,Yes,52.3,78.2,C
544,Female,-3,100,8,High School,Yes,No,No,84.2,91.8,A
8,Male,6.2,86.4,6,High School,Yes,Yes,No,78.4,88,B
411,Male,3.4,81.8,7.5,High School,Yes,No,No,64.9,70.1,C
91,Female,4.4,,6.5,High School,Yes,No,No,41.5,71.7,C
976,Female,4.4,71.5,4.8,Bachelors,Yes,Yes,Yes,43.1,67,D
197,Female,4.4,74.8,6.7,High School,Yes,No,No,60.3,73.4,C
960,Male,1.3,96,8.8,Bachelors,Yes,No,No,79.7,80.5,B
980,Female ,3.3,100,9.1,High School,Yes,Yes,No,64,93.9,A
951,Male,2.6,90,5.2,,No,No,No,67.3,72.4,C
589,Female,2.8,84.8,7.9,Bachelors,Yes,No,No,59.9,77.3,C
362,Male,2.4,,5.4,Masters,Yes,No,Yes,100,95.1,A
297,Female,2.7,76,6.4,Bachelors,Yes,Yes,No,52.1,70.9,C
501,Male,4.4,76.9,6.2,High School,Yes,No,No,53.6,76.1,C
863,Female,3.9,83.1,7.1,,Yes,No,Yes,54.3,86.3,B
767,Male,2.5,85.2,3.3,Bachelors,Yes,No,No,60.1,83.9,B
299,Male,1.7,73.2,,Masters,No,Yes,No,67.9,69.2,D
122,Male,2.2,94.6,8.3,High School,Yes,Yes,No,65.9,81,B
259,Female,3.1,74.4,5.5,Masters,Yes,Yes,No,56.8,73,C
115,Male,4.9,92.8,7.5,,Yes,Yes,No,58.3,96.5,A
293,male,4.9,95,6.9,Masters,Yes,No,Yes,59.6,84.5,B
949,Female,3.7,93.9,8.5,High School,No,No,No,93,100,A
410,Female,5.1,77.5,5.8,,Yes,Yes,Yes,54.4,78.1,C
979,Female,5.3,78.7,5.9,PhD,Yes,Yes,No,60.4,83,B
510,Female,4.5,81.3,10,Bachelors,Yes,Yes,Yes,60.6,99.5,A
761,Female,1.9,69,6,High School,Yes,No,Yes,34.5,53.2,F
133,Male,3.6,74.8,6.5,Bachelors,No,Yes,No,80.4,77.3,C
605,Male,3.8,93,8.6,Bachelors,Yes,Yes,No,65.3,80.9,B
640,Female,4.2,86.8,6.3,,No,No,Yes,70.5,79.4,C
423,Female ,5.4,69.2,7.9,High School,Yes,No,Yes,52.4,77.3,C
536,Female,2,92.5,7.7,High School,Yes,No,No,58.7,77.6,C
484,Female,6.5,80.9,8.3,Masters,Yes,Yes,No,78.8,100,A
190,Female,0.5,84.6,5.5,Bachelors,Yes,Yes,No,80.3,67.2,D
478,Female,6.2,67.5,7.6,High School,Yes,Yes,No,86.2,100,A
95,Female ,3.3,92.2,6.1,PhD,Yes,Yes,No,62.1,99.6,A
450,Female,3.9,88.6,6.4,Bachelors,Yes,No,Yes,46.6,64.6,D
208,Female,4,94,6.9,High School,No,Yes,No,74,90.9,A
939,Female,,84.9,,High School,Yes,No,No,64.9,77.3,C
643,Female ,4.4,87.1,6.2,,Yes,Yes,No,68,90.5,A
550,Male,,70,8.6,High School,Yes,No,No,68.1,85.2,B
367,Female ,2,78.5,6.2,Masters,Yes,Yes,No,61.4,80.5,B
463,Female,2.5,94.7,6.1,Masters,Yes,Yes,Yes,81.4,95.1,A
666,Male,4.1,76.3,5.9,Masters,Yes,Yes,No,73.6,91.7,A
659,Female,3.2,76.8,7.7,Masters,Yes,No,No,66.6,84.3,B
841,Male,3.6,99.2,5.8,Bachelors,Yes,Yes,No,72.5,88.6,B
669,Male,2.7,71.5,8.9,High School,Yes,No,Yes,91.3,97.6,A
403,Male ,3.4,88.2,6.3,High School,Yes,No,Yes,73,81.9,B
311,Female,4,75,8.1,High School,Yes,Yes,No,62.4,82.6,B
494,Female,5.3,76.9,6.6,High School,Yes,Yes,Yes,70.4,82.1,B
172,Male,2.9,77,6.8,Bachelors,Yes,No,No,68.2,71.8,C
158,Female,5.7,80.4,6.4,Masters,Yes,Yes,Yes,58.9,89.3,B
964,Male,3.2,81.1,6.6,High School,Yes,No,No,70,78.4,C
440,Male,5.7,89.4,8.8,High School,No,No,No,79.9,100,A
497,Male,2.8,72.7,6.1,PhD,Yes,No,No,73.7,71,C
433,Male,3.6,82.9,7.3,High School,Yes,No,Yes,76,79.7,C
105,Female,3.5,79.5,6.8,,Yes,No,Yes,60.9,87.2,B
694,Female,4.8,80.5,6.5,Masters,Yes,No,Yes,100,100,A
266,Female,5.2,88.3,8.6,Bachelors,Yes,No,No,86.8,100,A
240,Female,2.7,95.8,5.8,High School,Yes,No,Yes,62.4,84.6,B
151,Male,2.2,90.1,8,PhD,Yes,Yes,No,66.2,84.7,B
280,Female,3.7,84.8,5.2,PhD,No,Yes,Yes,54.3,58.8,F
750,Female,4.9,79.3,7.3,,No,No,No,79.2,95.1,A
893,Male,3.8,91.7,6.9,High School,Yes,No,Yes,56.4,76.4,C
29,Female,4,78.6,8,Bachelors,Yes,No,No,78.2,84.2,B
782,Male,4.3,72.4,7,Masters,Yes,Yes,No,60.9,97.6,A
774,Female,3,90.6,7.2,High School,Yes,No,Yes,74.1,84.3,B
531,Male,4.4,77.1,6.6,High School,Yes,Yes,No,88.4,94.7,Z
928,Female,4.3,90,5.6,Masters,Yes,No,No,79.1,92.4,A
673,Female,4.3,87.6,5.4,High School,Yes,No,Yes,79.8,85.2,B
